StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,MTurkID,Sports_Filter,attention_check_1,attention_check_2_1,attention_check_2_2,Control_time_First Click,Control_time_Last Click,Control_time_Page Submit,Control_time_Click Count,Reduced_time_First Click,Reduced_time_Last Click,Reduced_time_Page Submit,Reduced_time_Click Count,Ranking_time_First Click,Ranking_time_Last Click,Ranking_time_Page Submit,Ranking_time_Click Count,Categorization_time_First Click,Categorization_time_Last Click,Categorization_time_Page Submit,Categorization_time_Click Count,Buffer_time_First Click,Buffer_time_Last Click,Buffer_time_Page Submit,Buffer_time_Click Count,Buffer_list,Count,Buffer_words_correct,Buffer_list_time_First Click,Buffer_list_time_Last Click,Buffer_list_time_Page Submit,Buffer_list_time_Click Count,Initial_Retention,Valued_Retention,Renewal Liklihood_1,Gender,Age,Race,Education,Bonus_Survey,Save MTurk,mturkcode,condition,label,reduced_list,ranking,categorization
2021-11-10 11:11:22,2021-11-10 11:35:28,IP Address,67.191.249.71,100,1446,1,2021-11-10 11:35:28,R_4P0zytxGO3SPeq5,,,,,34.2319030761718,-84.1626968383789,anonymous,EN,Yes,Yes,Yes,APO6KZZ79PO9Q,More than 10,Other,70,50,,,,,0,0,192.606,0,,,,,,,,,0,0,60.008,0,"large
subway
deer
lamp
imerse
map",5,5,0.701,0.701,18.747,1,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions,Free Holiday Ornament,Access to all streamed NHL Games,Autographed Merchandise","4Ever Wild Rewards,Same Seat Guarantee,Complimentary Parking,Free Holiday Ornament,Access to all streamed NHL Games",77,Male,37,White,Bachelor's Degree,I would not like to answer this question,Yes,250577,1,reduced_list,1,0,0
2021-11-10 11:32:16,2021-11-10 11:36:02,IP Address,96.28.19.65,100,225,1,2021-11-10 11:36:03,R_12LR5yUU6u8E4pO,,,,,39.0299987792968,-84.5589981079101,anonymous,EN,Yes,Yes,Yes,A21HYG0E8SK3ZZ,1-5,Other,70,50,,,,,0,0,11.996,0,,,,,,,,,0,0,60.011,0,"lamp, deer, tie, hilarious, subway, wonder, snuggle, reform, ",7,7,1.124,1.124,42.498,1,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee",71,Female,30,White,Bachelor's Degree,I would like to answer this question,,974712,1,reduced_list,1,0,0
2021-11-10 11:24:33,2021-11-10 11:38:49,IP Address,75.140.81.14,100,855,1,2021-11-10 11:38:49,R_2xGnMbjhrnzH4Eu,,,,,34.0648040771484,-118.085998535156,anonymous,EN,Yes,Yes,Yes,A2GSLJEIPG3QD9,More than 10,Other,70,50,,,,,,,,,1.056,99.084,103.337,2,,,,,0,0,60.01,0,lamp deer reform wander soak listen large emphasis snuggle behavior zero subway tie map hilarious,15,15,2.726,53.317,61.601,2,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking","4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Same Seat Guarantee,Complimentary Parking",99,Male,43,White,Bachelor's Degree,I would like to answer this question,,735908,2,ranking,0,1,0
2021-11-10 11:26:05,2021-11-10 11:39:36,IP Address,23.28.43.94,100,810,1,2021-11-10 11:39:36,R_2bUE2RTyGGxNw3A,,,,,42.6627960205078,-84.0726013183593,anonymous,EN,Yes,Yes,Yes,A2HZ8FCLCNQPAW,1-5,Other,70,50,,,,,,,,,0,0,135.242,0,,,,,0,0,60.11,0,zero subway tie hilarious map lamp deer reform soak large ,10,10,2.298,32.212,34.935,3,"Hockey Lodge Discount,Member Events",Member Events,17,Female,29,White,Bachelor's Degree,I would like to answer this question,,461522,2,ranking,0,1,0
2021-11-10 11:36:31,2021-11-10 11:41:16,IP Address,47.195.2.58,100,285,1,2021-11-10 11:41:16,R_z6gcrW9hX8JRi37,,,,,27.2635955810546,-82.5170974731445,anonymous,EN,Yes,Yes,Yes,A3Q3XHN2JTNUI5,1-5,Other,70,50,,,,,,,,,,,,,0,0,21.817,0,0,0,60.112,0,"reform
wander
soak
snuggle
large
emphasis
behavior
lamp
tie",9,9,1.251,1.251,30.661,1,"Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Complimentary Parking,Discounted Concessions,Early Entry on Game Days,Free Holiday Ornament","Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Complimentary Parking,Discounted Concessions,Early Entry on Game Days",84,Female,40,White,Graduate Degree,I would like to answer this question,,819115,3,categorization,0,0,1
2021-11-10 11:39:13,2021-11-10 11:41:59,IP Address,172.90.209.95,100,165,1,2021-11-10 11:41:59,R_3luAjJVJwqDqfvB,,,,,33.9167938232421,-118.343200683593,anonymous,EN,Yes,Yes,Yes,A1T4NOV07AHY60,1-5,Other,70,50,,,,,0,0,5.807,0,,,,,,,,,0,0,60.119,0,"deer
soak
large
reform
",4,4,1.668,1.668,15.956,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Same Seat Guarantee",Discounted Wild Merchandise,100,Female,33,White,Bachelor's Degree,I would like to answer this question,,413458,1,reduced_list,1,0,0
2021-11-10 11:36:51,2021-11-10 11:42:54,IP Address,172.58.206.168,100,362,1,2021-11-10 11:42:55,R_QggU0xEmMDKpXON,,,,,40.014892578125,-75.1438980102539,anonymous,EN,Yes,Yes,Yes,A3GHYD28ZZ3IEN,5-10,Other,70,50,0,0,21.615,0,,,,,,,,,,,,,0,0,60.011,0,"Wander
Listen 
Soak
Lamp
Zero
Large
Reform
Subway
Map
Tie
Hilarious
Snuggle
Emphasis",13,13,2.622,83.381,86.571,3,"4Ever Wild Rewards,Member Events,Playoff Access,Complimentary Parking","4Ever Wild Rewards,Playoff Access",80,Male,22,Black or African American,High School Diploma,I would like to answer this question,,157123,0,control,0,0,0
2021-11-10 11:42:25,2021-11-10 11:42:56,IP Address,143.55.39.158,100,31,1,2021-11-10 11:42:57,R_3EaQbbrSWbxUjMt,,,,,32.9658050537109,-97.6865997314453,anonymous,EN,Yes,Yes,Yes,A1URG4XSUU07AK,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,722555,,,,,
2021-11-10 11:42:37,2021-11-10 11:43:13,IP Address,24.124.118.127,100,36,1,2021-11-10 11:43:13,R_10uYuFXr84H7fqm,,,,,38.9683074951171,-95.2695007324218,anonymous,EN,Yes,Yes,Yes,A23RJQMPPZWFZL,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,161287,,,,,
2021-11-10 11:35:22,2021-11-10 11:43:41,IP Address,131.109.133.242,100,499,1,2021-11-10 11:43:43,R_9GpzjnEo5RXXJWV,,,,,41.7039947509765,-70.3033981323242,anonymous,EN,Yes,Yes,Yes,A1S0S8EIJCSEKH,1-5,Other,70,50,5.776,95.087,98.798,3,,,,,,,,,,,,,0,0,60.022,0,"Map, behavior, emphasis, subway, lamp, wander, large, emphasis, zero, tire, snuggle, hilarious, deer, form, listen,  field.",13,13,8.902,108.418,117.19,4,"4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Complimentary Parking","4Ever Wild Rewards,Hockey Lodge Discount,Purchase Additional Tickets at a Discounted Rate,Member Events,Playoff Access,Complimentary Parking",80,Female,62,White,High School Diploma,I would like to answer this question,,548841,0,control,0,0,0
2021-11-10 11:44:24,2021-11-10 11:45:20,IP Address,172.58.144.90,100,55,1,2021-11-10 11:45:20,R_2xXVExQWqdQnl7s,,,,,38.25390625,-85.7600021362304,anonymous,EN,Yes,Yes,Yes,A30CGO77OY7WP0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,825616,,,,,
2021-11-10 11:40:47,2021-11-10 11:45:34,IP Address,68.55.214.106,100,286,1,2021-11-10 11:45:34,R_yJVe0XugIZCY2eB,,,,,42.6829986572265,-83.3880004882812,anonymous,EN,Yes,Yes,Yes,A1HN2W2M73O741,1-5,Other,70,50,1.806,1.806,17.118,1,,,,,,,,,,,,,0,0,60.113,0,soak deer subway wander,4,4,2.519,2.519,13.361,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions,Early Entry on Game Days","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Discounted Concessions",70,Female,40,White,High School Diploma,I would like to answer this question,,372849,0,control,0,0,0
2021-11-10 11:42:52,2021-11-10 11:47:07,IP Address,173.218.1.251,100,255,1,2021-11-10 11:47:08,R_3kdhGh0W3G8r3lD,,,,,35.3070983886718,-93.0675964355468,anonymous,EN,Yes,Yes,Yes,A1ZIQHUBFYSPI,1-5,Other,70,50,,,,,,,,,,,,,0,0,40.196,0,0,0,60.121,0,"lamp. deer, wander, snuggle, tie, hilarious, emphasis, subway",7,8,0.705,0.705,37.525,1,"4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Discounted Concessions,Early Entry on Game Days","4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Discounted Concessions,Early Entry on Game Days",65,Male,30,White,High School Diploma,I would like to answer this question,,159171,3,categorization,0,0,1
2021-11-10 11:46:34,2021-11-10 11:47:13,IP Address,24.17.23.250,100,38,1,2021-11-10 11:47:13,R_31bZRGx9PUPM8GJ,,,,,47.7346038818359,-122.347900390625,anonymous,EN,Yes,Yes,Yes,A310OLQJR5AN26,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,13235,,,,,
2021-11-10 11:47:06,2021-11-10 11:47:31,IP Address,73.205.173.144,100,24,1,2021-11-10 11:47:31,R_3LZR4MNMu5TgkuC,,,,,26.8238067626953,-80.1407012939453,anonymous,EN,Yes,Yes,Yes,A1SNI8KHKB2WP7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,430662,,,,,
2021-11-10 11:39:28,2021-11-10 11:47:43,IP Address,66.255.248.156,100,495,1,2021-11-10 11:47:43,R_7PURgdvHjpYR5h7,,,,,36.863296508789,-87.4848022460937,anonymous,EN,Yes,Yes,Yes,A1GJTI4HDRYS22,1-5,Other,70,50,,,,,54.859,75.897,77.984,4,,,,,,,,,4.839,5.911,60.013,2,hilarious lamp tie zero subway large map ,7,7,2.253,69.3,70.022,3,"4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Same Seat Guarantee","4Ever Wild Rewards,Member Events,Same Seat Guarantee",55,Female,61,White,Associate's Degree,I would like to answer this question,,311703,1,reduced_list,1,0,0
2021-11-10 11:41:23,2021-11-10 11:48:28,IP Address,24.15.25.124,100,424,1,2021-11-10 11:48:29,R_1Qgy9FcJmxOvU8l,,,,,42.35400390625,-87.8675003051757,anonymous,EN,Yes,Yes,Yes,A36GR8MUA34VW6,1-5,Other,70,50,,,,,,,,,,,,,0,0,9.062,0,0,0,60.017,0,"lamp, deer, reform, wander, large, zero, map, subway, tie, listen",10,10,1.762,1.762,49.326,1,"Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee","Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee",70,Female,46,Asian,Bachelor's Degree,I would like to answer this question,,474494,3,categorization,0,0,1
2021-11-10 11:44:30,2021-11-10 11:48:36,IP Address,108.35.36.201,100,245,1,2021-11-10 11:48:36,R_2wnrjvKhnu4mT1l,,,,,40.9561004638671,-73.9625015258789,anonymous,EN,Yes,Yes,Yes,A2IC2PVR57RY5C,1-5,Other,70,50,0,0,16.912,0,,,,,,,,,,,,,0.394,0.394,60.064,1,"Deer
Wander
Snuggle
Subway
Behavior
Emphasis
Zero
Soak",8,8,2.089,2.089,29.845,1,"Dedicated Account Manager,Options to Purchase Suites Using flex credit,Same Seat Guarantee","Dedicated Account Manager,Same Seat Guarantee",70,Male,35,Asian,Bachelor's Degree,I would like to answer this question,,467918,0,control,0,0,0
2021-11-10 11:45:37,2021-11-10 11:49:17,IP Address,66.208.143.206,100,220,1,2021-11-10 11:49:17,R_3RmdPkHVYT8sbTu,,,,,32.4644012451171,-93.720703125,anonymous,EN,Yes,Yes,Yes,A1R3MNDWBBDZ6L,1-5,Other,70,50,,,,,0,0,38.079,0,,,,,,,,,0,0,60.112,0,"LAMP
DEER
REFORM
SNUGGLE
SUBWAY
ZERO
HILARIOUS",7,7,0.714,0.714,18.128,1,"Playoff Access,Same Seat Guarantee,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days",Playoff Access,25,Male,33,White,Graduate Degree,I would like to answer this question,,96439,1,reduced_list,1,0,0
2021-11-10 11:49:51,2021-11-10 11:50:19,IP Address,172.58.43.231,100,27,1,2021-11-10 11:50:19,R_erfVFU1PrOcVr8t,,,,,47.6033935546875,-122.341400146484,anonymous,EN,Yes,Yes,Yes,A1G98ADVAQS6FL,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,942089,,,,,
2021-11-10 11:40:43,2021-11-10 11:50:28,IP Address,205.213.104.120,100,584,1,2021-11-10 11:50:28,R_12ifEyypW0f2YSp,,,,,43.1204986572265,-89.3523025512695,anonymous,EN,Yes,Yes,Yes,A2BY29M7ORCKKG,5-10,Other,70,50,,,,,,,,,0,0,66.498,0,,,,,0,0,60.121,0,Lamp deer snuggle flannel,3,3,2.829,2.829,31.235,1,"Hockey Lodge Discount,Member Events,Dedicated Account Manager,Complimentary Parking","Hockey Lodge Discount,Member Events,Dedicated Account Manager,Complimentary Parking",100,Male,27,White,High School Diploma,I would like to answer this question,,337238,2,ranking,0,1,0
2021-11-10 11:45:01,2021-11-10 11:50:41,IP Address,68.55.59.38,100,340,1,2021-11-10 11:50:42,R_SOZp0lpe4leNMwV,,,,,42.7263946533203,-83.1598968505859,anonymous,EN,Yes,Yes,Yes,A24CG5BTB8KQ39,1-5,Other,70,50,,,,,1.248,1.248,38.474,1,,,,,,,,,0,0,60.121,0,"lamp
hilarious
wander
soak
zero
tie
",6,6,2.911,2.911,83.596,1,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Playoff Access,Discounted Concessions",Purchase Additional Tickets at a Discounted Rate,29,Female,44,White,Bachelor's Degree,I would like to answer this question,,839089,1,reduced_list,1,0,0
2021-11-10 11:46:02,2021-11-10 11:51:50,IP Address,104.162.28.156,100,348,1,2021-11-10 11:51:50,R_2QLL8ZK5Aivr59p,,,,,40.7259979248046,-73.8479995727539,anonymous,EN,Yes,Yes,Yes,A1583QYOFIMYWT,1-5,Other,70,50,0,0,67.996,0,,,,,,,,,,,,,0,0,60.137,0,reform wander deer lamp hilarious zero tie behavior subway ,9,9,0.915,0.915,32.814,1,"4Ever Wild Rewards,Interest Free Payment Plans,Purchase Additional Tickets at a Discounted Rate,Member Events,Same Seat Guarantee,Complimentary Parking","Purchase Additional Tickets at a Discounted Rate,Complimentary Parking",54,Female,24,White,Bachelor's Degree,I would like to answer this question,,407072,0,control,0,0,0
2021-11-10 11:43:18,2021-11-10 11:52:00,IP Address,63.141.26.78,100,521,1,2021-11-10 11:52:00,R_AHcPZntjaervKIp,,,,,42.2102966308593,-83.156997680664,anonymous,EN,Yes,Yes,Yes,A2HA6SGFGO7RMT,1-5,Other,70,50,,,,,,,,,0,0,42.06,0,,,,,0,0,60.015,0,"tie
emphasis
lamp
reform
hilarious
deer
large
",7,7,1.442,1.442,123.234,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Member Events,Playoff Access,Right of First Refusal for Concerts and Events,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Discounted Concessions,Early Entry on Game Days,Access to all streamed NHL Games,Exclusive Restroom Access","4Ever Wild Rewards,Discounted Wild Merchandise,Hockey Lodge Discount,Playoff Access,Same Seat Guarantee,Discounted Concessions,Access to all streamed NHL Games",75,Female,38,White,Associate's Degree,I would like to answer this question,,146239,2,ranking,0,1,0
2021-11-10 11:49:01,2021-11-10 11:55:32,IP Address,24.194.166.222,100,390,1,2021-11-10 11:55:33,R_1E5MBeMeJr3AnA1,,,,,42.6358947753906,-73.7219009399414,anonymous,EN,Yes,Yes,Yes,A3NG205QJ48IM4,1-5,Other,70,50,,,,,,,,,0,0,51.118,0,,,,,0,0,60.019,0,"snuggle, behavior, zero, subway, emphasis, deer, lamp, listen, tie, hilarious, map, large, wander, ",13,13,1.86,1.86,92.45,1,"Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee","Interest Free Payment Plans,Hockey Lodge Discount,Playoff Access,Same Seat Guarantee",90,Female,68,White,Associate's Degree,I would like to answer this question,,628988,2,ranking,0,1,0
2021-11-10 11:53:34,2021-11-10 11:56:59,IP Address,12.195.163.26,100,205,1,2021-11-10 11:57:00,R_2cwMmbnx8mMVkUc,,,,,38.2523956298828,-85.7666015625,anonymous,EN,Yes,Yes,Yes,A2AZWEIEWBIYWX,1-5,Other,70,50,0,0,8.26,0,,,,,,,,,,,,,0,0,60.217,0,Deer reform wander door ,3,3,0.829,0.829,10.994,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Playoff Access,Early Entry on Game Days,Access to all streamed NHL Games","4Ever Wild Rewards,Discounted Wild Merchandise,Member Events,Playoff Access,Early Entry on Game Days,Access to all streamed NHL Games",80,Male,40,Asian,Bachelor's Degree,I would like to answer this question,,714498,0,control,0,0,0
2021-11-10 11:51:21,2021-11-10 11:57:24,IP Address,69.63.170.248,100,363,1,2021-11-10 11:57:25,R_afV7bpev7SbUrn3,,,,,30.8298034667968,-93.2727966308593,anonymous,EN,Yes,Yes,Yes,A14TSLG1NYEHX6,More than 10,Other,70,50,,,,,,,,,,,,,0,0,51.863,0,0,0,60.118,0,"Hilarious
Emphasis
Soak
Deer
Wander
Lamp 
Tie
Zero
Map
Reborn
Subway
Snuggle
Large",12,12,1.569,65.467,65.848,3,"4Ever Wild Rewards,Hockey Lodge Discount,Member Events,Playoff Access,Same Seat Guarantee","Member Events,Playoff Access,Same Seat Guarantee",75,Male,43,White,Graduate Degree,I would like to answer this question,,412410,3,categorization,0,0,1
2021-11-10 11:51:24,2021-11-10 11:57:44,IP Address,204.29.109.72,100,380,1,2021-11-10 11:57:45,R_2y15q7X7uolcDQr,,,,,31.9035949707031,-87.7614974975585,anonymous,EN,Yes,Yes,Yes,A3492HL94OVDR5,1-5,Other,70,50,,,,,0,0,69.918,0,,,,,,,,,0,0,60.111,0,"Lamp, hilarious, snuggle, tie, emphasis, wander, hilarious, zero, deer, tree",9,9,1.649,1.649,57.876,1,"Playoff Access,Same Seat Guarantee","Playoff Access,Same Seat Guarantee",80,Male,42,White,Bachelor's Degree,I would like to answer this question,,306784,1,reduced_list,1,0,0
2021-11-10 11:49:45,2021-11-10 11:57:48,IP Address,66.115.199.167,100,482,1,2021-11-10 11:57:48,R_3HMl0SfIkjXxCWp,,,,,41.576904296875,-93.8021011352539,anonymous,EN,Yes,Yes,Yes,ADIW4L4IGU98R,1-5,Other,70,50,,,,,,,,,,,,,0,0,154.982,0,0,0,60.019,0,deer reform lamp soak wander lost ,5,5,2.656,2.656,31.913,1,"4Ever Wild Rewards,Discounted Wild Merchandise,Purchase Additional Tickets at a Discounted Rate,Member Events,Stadium Tours,Dedicated Account Manager,Playoff Access,Options to Purchase Suites Using flex credit,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking,Gameday Travel Package,Early Entry on Game Days","Purchase Additional Tickets at a Discounted Rate,Stadium Tours,Same Seat Guarantee,Complimentary Parking",69,Male,41,White,Associate's Degree,I would like to answer this question,,390100,3,categorization,0,0,1
2021-11-10 11:46:56,2021-11-10 11:57:51,IP Address,70.184.68.98,100,655,1,2021-11-10 11:57:51,R_0Unu93yaxN7Sf9D,,,,,33.7015075683593,-117.752799987792,anonymous,EN,Yes,Yes,Yes,A1FQDFM7BJ8GTR,1-5,Other,70,50,,,,,,,,,,,,,0,0,25.412,0,0,0,60.026,0,"large, snuggle, behavior, zero, tie, map, hilarious, deer, reform, wander, listen, subway, soak, emphasis",14,14,5.454,22.834,41.824,3,"4Ever Wild Rewards,Interest Free Payment Plans,Hockey Lodge Discount,Member Events,Same Seat Guarantee","4Ever Wild Rewards,Member Events,Same Seat Guarantee",82,Male,44,Asian,Bachelor's Degree,I would like to answer this question,,990071,3,categorization,0,0,1
2021-11-10 11:50:43,2021-11-10 11:57:56,IP Address,76.169.82.9,100,432,1,2021-11-10 11:57:56,R_Y5hPIx6LqGWIo4p,,,,,34.0030059814453,-118.429794311523,anonymous,EN,Yes,Yes,Yes,A1PTLNX0AMTR9A,1-5,Other,70,50,,,,,0.61,0.61,55.129,1,,,,,,,,,9.406,9.406,60.023,1,"Hilarious
Lamp
Map
Deer
Subway
Listen
Reform
Large",8,8,1.343,54.485,59.059,5,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Complimentary Parking","Playoff Access,Same Seat Guarantee,Complimentary Parking",82,Female,58,White,Graduate Degree,I would like to answer this question,,350242,1,reduced_list,1,0,0
2021-11-10 11:51:40,2021-11-10 11:58:59,IP Address,172.118.3.77,100,438,1,2021-11-10 11:58:59,R_3PZffx8u9B0eefc,,,,,34.1448059082031,-118.36669921875,anonymous,EN,Yes,Yes,Yes,A37T1MVUL5YIC0,1-5,Other,70,50,,,,,,,,,0,0,97.758,0,,,,,0,0,60.026,0,"Wander, soak, listen ,subway, tie, hilarious, snuggle map. behavior, ",8,9,3.044,41.212,64.357,3,"4Ever Wild Rewards,Interest Free Payment Plans,Member Events,Right of First Refusal for Concerts and Events,Same Seat Guarantee","Interest Free Payment Plans,Right of First Refusal for Concerts and Events,Same Seat Guarantee",51,Female,64,White,High School Diploma,I would like to answer this question,,984825,2,ranking,0,1,0
2021-11-10 12:00:10,2021-11-10 12:01:07,IP Address,71.132.236.120,100,56,1,2021-11-10 12:01:07,R_XNGHydAnJBuhx1T,,,,,33.8775024414062,-84.5017013549804,anonymous,EN,Yes,Yes,Yes,A29DRJOX4EGFQD,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,190215,,,,,
2021-11-10 11:54:24,2021-11-10 12:01:22,IP Address,64.178.184.30,100,418,1,2021-11-10 12:01:22,R_1qdL7LCooBsI0HK,,,,,35.4465942382812,-89.9216003417968,anonymous,EN,Yes,Yes,Yes,A10Z9NV22LNS5A,1-5,Other,70,50,,,,,,,,,,,,,0,0,141.116,0,0,0,60.02,0,"zero
subway
tie
hilarious
lamp
deer 
reform
large
emphasis
snuggle
behavior",11,11,1.215,1.215,37.609,1,"4Ever Wild Rewards,Hockey Lodge Discount,Playoff Access,Same Seat Guarantee",Hockey Lodge Discount,61,Female,44,White,Bachelor's Degree,I would like to answer this question,,416207,3,categorization,0,0,1
2021-11-10 11:57:45,2021-11-10 12:02:34,IP Address,207.229.175.113,100,289,1,2021-11-10 12:02:34,R_3KPeKIQrpVGf48B,,,,,41.9703063964843,-87.6640014648437,anonymous,EN,Yes,Yes,Yes,A2TB0EZ4V325QD,1-5,Other,70,50,,,,,,,,,0,0,21.299,0,,,,,0,0,60.024,0,"DEER, REFORM, WANDER, SOAK, LISTEN, LARGE, MAP, TIE, HILARIOUS, SNUGGLE, EMPHASIS",11,11,0.914,0.914,57.605,1,"Playoff Access,Discounted Concessions",Playoff Access,74,Female,37,Other,Bachelor's Degree,I would like to answer this question,,101748,2,ranking,0,1,0
2021-11-10 11:54:31,2021-11-10 12:03:03,IP Address,64.53.48.240,100,512,1,2021-11-10 12:03:03,R_9YnPoV059riAmA1,,,,,33.4801025390625,-82.4906005859375,anonymous,EN,Yes,Yes,Yes,A10S9Y1230E107,More than 10,Other,70,50,,,,,0,0,24.124,0,,,,,,,,,0,0,60.121,0,"deer, reform, wander, subway, hilarious, behavior, zero, tie, map, soak, listen, large, emphasis, snuggle",14,14,11.654,11.654,115.023,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee",85,Female,31,Black or African American,Bachelor's Degree,I would like to answer this question,,156582,1,reduced_list,1,0,0
2021-11-10 11:46:29,2021-11-10 12:04:00,IP Address,70.121.186.12,100,1050,1,2021-11-10 12:04:00,R_w1MFzy5idTojZKh,,,,,29.5825958251953,-98.4091033935546,anonymous,EN,Yes,Yes,Yes,A2RVFMCKSSEHDV,1-5,Other,70,50,,,,,,,,,,,,,15.713,15.713,38.676,1,1.395,1.395,60.027,1,"hilarious, last, soak, deer, wander, reform, listen",6,6,1.554,1.554,21.42,1,"4Ever Wild Rewards,Purchase Additional Tickets at a Discounted Rate,Member Events,Stadium Tours,Playoff Access,Ticket Trade- switch out games you can't attend,Discounted Concessions,Free Holiday Ornament,Access to all streamed NHL Games","Purchase Additional Tickets at a Discounted Rate,Playoff Access,Ticket Trade- switch out games you can't attend,Discounted Concessions,Access to all streamed NHL Games",76,Male,28,Hispanic,High School Diploma,I would like to answer this question,,686691,3,categorization,0,0,1
2021-11-10 11:59:15,2021-11-10 12:04:07,IP Address,24.120.55.67,100,292,1,2021-11-10 12:04:08,R_2w5htUdLppzPzjY,,,,,36.1472930908203,-115.22019958496,anonymous,EN,Yes,Yes,Yes,A3OPRR8AXT6OSJ,1-5,Other,70,50,,,,,0.341,15.338,20.519,3,,,,,,,,,40.303,57.992,60.13,2,Map soak wander deer listen reform subway zero tie snuggle large behavior,12,12,2.723,2.723,37.595,1,"Purchase Additional Tickets at a Discounted Rate,Playoff Access,Same Seat Guarantee,Ticket Trade- switch out games you can't attend,Complimentary Parking","Playoff Access,Complimentary Parking",90,Male,53,White,Bachelor's Degree,I would like to answer this question,,85934,1,reduced_list,1,0,0
2021-11-10 12:03:12,2021-11-10 12:09:03,IP Address,73.187.21.180,100,350,1,2021-11-10 12:09:03,R_2PuT0ZbwcWdsj3T,,,,,39.9300994873046,-77.6601028442382,anonymous,EN,Yes,Yes,Yes,A20YGFCRNDTD6,1-5,Other,70,50,,,,,,,,,0,0,52.079,0,,,,,0,0,60.017,0,"lamp, deer, map, large, reform, hilarious, soak, ",7,7,1.226,1.226,43.612,1,"Discounted Wild Merchandise,Interest Free Payment Plans,Hockey Lodge Discount,Playoff Access,Right of First Refusal for Concerts and Events,Same Seat Guarantee","Discounted Wild Merchandise,Interest Free Payment Plans,Hockey Lodge Discount,Same Seat Guarantee",92,Female,37,White,High School Diploma,I would like to answer this question,,166810,2,ranking,0,1,0
